camera,imgtype,zoom,exposure,gain,frame,lifter,timestamp,id,plantbarcode,treatment,cartag,measurementlabel,other,image,in_bounds,area,convex_hull_area,solidity,perimeter,width,height,longest_path,convex_hull_vertices,object_in_frame,ellipse_major_axis,ellipse_minor_axis,ellipse_angle,ellipse_eccentricity,hue_circular_mean,hue_circular_std,hue_median
none,none,none,none,none,none,none,03dpi,#3,Col-0,wt,none,none,none,./ath_tcv_images/tcv/Col-0_wt_#3_03dpi.JPG,True,967347.0,1529859.5,0.63231100633751,11509.43455171585,1412,1374,10040,41,True,1245.271484375,1159.6710205078125,69.24693298339844,0.36435636851145053,103.10093121296705,104.0,104.0
none,none,none,none,none,none,none,11dpi,#7,Col-0,M,none,none,none,./ath_tcv_images/mock/Col-0_M_#7_11dpi.JPG,True,1429024.0,2231100.0,0.6405019945318453,12028.67335152626,1740,1746,12758,44,True,1588.9696044921875,1386.1112060546875,105.41761016845703,0.4889115419195739,101.57065821470333,102.0,102.0
none,none,none,none,none,none,none,05dpi,#1,Col-0,wt,none,none,none,./ath_tcv_images/tcv/Col-0_wt_#1_05dpi.JPG,True,1529368.0,2384677.5,0.6413311653252903,14519.441150665283,1740,1702,12913,47,True,1568.715087890625,1478.977783203125,58.770511627197266,0.33337116791358123,101.674514953964,102.0,102.0
none,none,none,none,none,none,none,03dpi,#6,Col-0,M,none,none,none,./ath_tcv_images/mock/Col-0_M_#6_03dpi.JPG,True,940017.0,1815338.5,0.5178191284986243,12823.378099679947,1720,1609,11685,47,True,1411.6588134765625,1244.8770751953125,106.81359100341797,0.47152242033439445,99.02764627948795,100.0,100.0
none,none,none,none,none,none,none,11dpi,#2,Col-0,wt,none,none,none,./ath_tcv_images/tcv/Col-0_wt_#2_11dpi.JPG,True,1015054.0,1752878.0,0.579078521152071,11323.750347971916,1613,1523,11842,36,True,1349.3226318359375,1234.4581298828125,55.41316604614258,0.40374294106377,89.9117208602136,94.0,94.0
none,none,none,none,none,none,none,17dpi,#4,Col-0,wt,none,none,none,./ath_tcv_images/tcv/Col-0_wt_#4_17dpi.JPG,True,1372809.0,2096287.5,0.65487629917175,11618.343274712563,1472,1758,12335,37,True,1670.4779052734375,1302.6444091796875,12.833308219909668,0.6260244422091179,80.93549451253203,82.0,82.0
none,none,none,none,none,none,none,07dpi,#9,Col-0,M,none,none,none,./ath_tcv_images/mock/Col-0_M_#9_07dpi.JPG,True,1609095.0,2513514.0,0.640177456739847,17413.784296512604,1804,1852,12697,29,True,1577.744873046875,1513.74853515625,12.142772674560547,0.28191938945313433,103.10716448319613,104.0,104.0
none,none,none,none,none,none,none,09dpi,#3,Col-0,wt,none,none,none,./ath_tcv_images/tcv/Col-0_wt_#3_09dpi.JPG,True,1330514.0,2058695.0,0.646290004104542,13358.525287389755,1579,1555,12578,28,True,1543.6534423828125,1289.19482421875,123.93083190917969,0.5500098068421189,98.31034577396142,98.0,98.0
none,none,none,none,none,none,none,03dpi,#8,Col-0,M,none,none,none,./ath_tcv_images/mock/Col-0_M_#8_03dpi.JPG,True,808153.0,1451438.0,0.556794709798145,10317.483322143555,1542,1453,10258,36,True,1272.0552978515625,1197.34423828125,67.55379486083984,0.3376619606733938,101.95726265636324,102.0,102.0
none,none,none,none,none,none,none,-01dpi,#9,Col-0,M,none,none,none,./ath_tcv_images/mock/Col-0_M_#9_-01dpi.JPG,True,1071402.0,2213584.5,0.4840122434901401,14616.197633624077,1734,1815,12139,30,True,1508.8087158203125,1396.2930908203125,148.0159912109375,0.3789246974599276,102.90450191265772,102.0,102.0
none,none,none,none,none,none,none,15dpi,#3,Col-0,wt,none,none,none,./ath_tcv_images/tcv/Col-0_wt_#3_15dpi.JPG,True,1424019.0,2167190.5,0.6570806765718104,13263.432798862457,1604,1606,13060,30,True,1572.5994873046875,1342.3792724609375,120.20101165771484,0.5209203155763322,86.62469621063148,88.0,88.0
none,none,none,none,none,none,none,13dpi,#1,Col-0,wt,none,none,none,./ath_tcv_images/tcv/Col-0_wt_#1_13dpi.JPG,True,1697047.0,2664475.5,0.6369159708918322,13966.025725603104,1743,1855,12982,47,True,1718.2017822265625,1580.65478515625,31.172283172607422,0.3920424621148432,88.59147945161777,92.0,92.0
none,none,none,none,none,none,none,07dpi,#7,Col-0,M,none,none,none,./ath_tcv_images/mock/Col-0_M_#7_07dpi.JPG,True,1061392.0,1897921.5,0.5592391466138088,10480.634685754776,1637,1600,11654,52,True,1464.5045166015625,1269.15087890625,123.89446258544922,0.49899008842185655,99.87456097040813,100.0,100.0
